Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:39glDGcpBhLVMSsQhvtqHR,"I Only Smoke When I Drink","I Only Smoke When I Drink","nimino",2024-08-22,198425,78,false,,1970-01-01T00:00:00Z,"stutter house,melodic house","Counter Records",0.88,0.729,11,-6.378,0,0.176,0.334,0.0113,0.185,0.246,127.028,4
spotify:track:1phmlPVWr700JslfcqnWxy,"Hell In High Heels (feat. Jazmine Johnson) - Basstripper Remix","Hell In High Heels (feat. Jazmine Johnson) [Basstripper Remix]","Netsky;Jazmine Johnson;Basstripper",2023-12-15,233324,40,false,,1970-01-01T00:00:00Z,"drum and bass,liquid funk,chillstep","Helix Records",0.706,0.936,6,0.273,0,0.111,0.113,0.0674,0.394,0.636,87.534,4
spotify:track:6uRe0wVj0a53HoWs3KGnb7,"Step 2 It","Noise To Dance To","LYNY",2025-10-17,210000,49,false,,1970-01-01T00:00:00Z,"bass music","Noxious Recordings",0.603,0.893,8,-2.356,0,0.0537,0.0224,0.0116,0.118,0.233,140.139,4
spotify:track:2yYASbXnAV71CLbNY1HCWf,"The Bitter End","Sleeping With Ghosts","Placebo",2003-03-24,190573,66,false,,1970-01-01T00:00:00Z,"britpop","Elevator Lady Ltd",0.328,0.904,3,-5.063,0,0.0455,0.0000431,0.064,0.11,0.516,186.253,4
spotify:track:4uQ7wYsuL0DryknoDc11Hk,"Norf Norf","Summertime '06","Vince Staples",2015-06-30,183160,64,true,,1970-01-01T00:00:00Z,"","Def Jam Recordings",0.925,0.549,7,-6.572,1,0.0656,0.396,0.000154,0.11,0.0904,100.014,4
spotify:track:2ymdSGVLQG0WQCfZhGqTyS,"Fantasy","HEYZ'D And Confused","Heyz",2025-08-01,192000,38,false,,1970-01-01T00:00:00Z,"dubstep,bass music","Bassrush Records",0.382,0.697,1,-2.904,1,0.0389,0.00491,0.0000552,0.684,0.0347,140.11,4
spotify:track:2455baTqhlhvI3bgjE5fJq,"Fortress - Moojo Remix","Diplo Presents Higher Ground 3 Years LP","Diplo;Joeski;Rhye;Moojo",2022-12-13,271475,43,false,,1970-01-01T00:00:00Z,"moombahton,afro house,latin house,tribal house,tech house,afro tech","Higher Ground",0.59,0.942,7,-7.401,0,0.039,0.00364,0.769,0.128,0.131,122.009,4
spotify:track:0jRhIOQaI0wbZe7UVbKeZg,"Transformation","Transformation","Lumasi",2024-03-06,229714,42,false,,1970-01-01T00:00:00Z,"bass music","Wubaholics",0.64,0.766,4,-4.759,0,0.0424,0.0175,0.171,0.108,0.0567,139.959,4
spotify:track:4j5g0lk3tv7kUWeSlk2s8d,"Hustle","Dream Machine","Jaenga;Josh Teed",2025-08-08,236620,27,false,,1970-01-01T00:00:00Z,"dubstep,bass music","Field Trip Records",0.665,0.743,2,-2.519,1,0.078,0.00855,0.0015,0.135,0.271,91.991,4
spotify:track:52LWiiRlohdA6DQ0PvIwgX,"Lose Control","Lose Control","Jauz",2025-09-19,176250,43,false,,1970-01-01T00:00:00Z,"bass house,edm,future house,dubstep,electro house","Bite This!",0.701,0.867,11,-2.174,1,0.0389,0.0311,0.106,0.0811,0.114,127.995,4
spotify:track:2Srd8Jgif3kc6ou6Z4pSYJ,"Every You Every Me","Without You I'm Nothing","Placebo",1998-10-12,213800,69,false,,1970-01-01T00:00:00Z,"britpop","Elevator Lady Ltd",0.478,0.923,10,-7.547,1,0.0569,0.000027,0.719,0.325,0.165,133.135,4
spotify:track:5cwmTObejHow6xQHs1vsM0,"365","Brat and it’s completely different but also still brat","Charli xcx",2024-10-11,203618,44,true,,1970-01-01T00:00:00Z,"hyperpop,art pop","Atlantic Records",0.761,0.856,1,-5.121,1,0.109,0.154,0.503,0.16,0.729,127.111,4
spotify:track:54jbSweLQxs8izE3tDQXM4,"Geez","Back Around","Late Night Radio",2022-07-15,195091,35,false,,1970-01-01T00:00:00Z,"","Philos Records",0.716,0.755,10,-6.462,1,0.109,0.0116,0.0011,0.317,0.573,144.077,4
