Direction,Date,Message
Sent,"2025-09-23 12:15:05","I have a line, but I’m not sure if I’m going to have seen him for the big bag in time"
Received,"2025-09-23 12:15:28","OK, maybe touch base with me tomorrow. I’m off. I can go to the dispensary then."
Sent,"2025-09-23 12:15:58","Thanks brother. Sorry for the false alarm"
Received,"2025-09-24 17:45:27","Heading to maitri didn’t know if anything changed since yesterday"
Received,"2025-09-25 10:45:54","Guess not?"
Received,"2025-09-26 09:42:33",https://open.spotify.com/track/4PAR0Zp6Mbu3p6NKYClgBr?si=nt4v5euNRp-1cCmqadOGDw
Sent,"2025-09-26 18:43:58","Yo I’m excited I’ve actually never listened to any Interpol before let me see what I think"
Sent,"2025-09-26 18:47:39","Okay so NYC didn’t do it for me…I’m trying a few other songs from them - it doesn’t seem too far from that early 2010"
Sent,"2025-09-26 18:48:16","2010’s thing with Muse, arcade fire or like modest nmouse"
Sent,"2025-09-26 18:48:31","Any other song recs?"
Sent,"2025-09-26 18:49:07",https://open.spotify.com/track/4jpiU50GLkAqZgwgQbSezT?si=883e774db0034402
Sent,"2025-09-26 18:49:31","Thats the version with Danny Brown and Das Racist and Heems"
Sent,"2025-12-19 14:12:47","it would probably take a little over a gram to fill it."
Sent,"2025-12-19 14:13:17","not the most subtle attempt i’ve ever seen but thanks for the question lmao"
Received,"2025-12-19 14:13:33","I figured that was the easiest way to you. Haven’t had a phone in almost a year."
Received,"2025-12-19 14:13:42",You*
Received,"2025-12-19 14:15:42","Edited to “I figured that was the easiest way to you. You Haven’t had texting in almost a year. Itd go to email or id have to contact your mother”"
Received,"2025-12-19 14:19:58","Nevermind Dan, literally fuck your attitude dude. Haven’t I helped you out if you needed a dispensary run?  One of those was supposed to be for your mothers birthday man. Then you ghost me lol. 
"
Sent,"2025-12-19 14:34:43","lmao i was actually approaching this diplomatically, but annie and i are back together so i’ll kindly request you knock that shit off"
Received,"2025-12-19 14:36:57","The fuck if I even knew you were separated."
Received,"2025-12-19 14:37:04","Wtf? "
Sent,"2025-12-19 14:37:05","you don’t need to say anything to annie about it, and i won’t say anything to anyone either"
Sent,"2025-12-19 14:37:29","￼"
Received,"2025-12-19 14:37:33","Dude, I was trying to not ask your mom for it. No clue how to get a hold of you."
Sent,"2025-12-19 14:37:47","september 19 you asked me about it lol"
Received,"2025-12-19 14:38:08","That was in September dude I have 1 million other things going on in my fucking life and to remember your personal business so sorry"
Sent,"2025-12-19 14:38:11","brother just let it go i’m not gonna be an asshole about it"
Received,"2025-12-19 14:38:14","Forget, I even asked and fuck right off"
Received,"2025-12-19 14:38:50","No, you’re being some type of alpha asshole when it wasn’t even necessary man. I was looking at maybe have a white Christmas but fuck that"
Received,"2025-12-19 14:39:30","I’m not even talking about it anymore. Like I said forget, I even asked."
Sent,"2025-12-19 16:03:50","￼well on a less contentious note, maybe give me some ideas how to better structure this UK garage remix of Clipse POV"
Sent,"2025-12-19 16:05:45","the newer garage stuff usually holds off on anything resembling a verse until after the first drop but that means it doesn’t start until 2 minutes into the song which seems weird"
Sent,"2025-12-23 16:07:08","Still lol’ing about this. Can you honestly not laugh at yourself when I wasn’t even trying to fuck your shit up over it?"
Received,"2025-12-23 16:09:44","? "
Sent,"2025-12-23 16:21:08","the logic here was just comically dubious. Again, I chose the least contentious path to deal with it, so I don’t know why we’re taking ourselves so seriously that we can’t laugh at the absurdity but idk"
Sent,"2025-12-23 16:21:18",https://open.spotify.com/track/23loNjKp3yxyc7NTuwphrn?si=f20d33d37ef94365
Sent,"2025-12-23 16:21:29","christmas came early. enjoy"
