Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1JFteRyORpC1dXMIKenftc,"Go Mode","Go Mode","INZO;Blookah;DijahSB",2025-06-27,232031,37,false,,2025-11-08T20:20:23Z,"future bass,hip house,jazz rap","Local Void",0.814,0.893,11,-4.983,1,0.159,0.012,0.0018,0.132,0.4,127.993,4
spotify:track:1jaTuItYBaqERsI7rU3MSE,"Don't Do It","Don't Do It","longstoryshort",2025-06-06,112417,35,false,,2025-11-08T20:20:23Z,"bass house,stutter house","JustUs Records",0.778,0.986,8,-2.028,1,0.128,0.0334,0.112,0.227,0.602,135.961,4
spotify:track:45JZTzLLLFfXWNLWjI2zi6,"Beats On My Mind","Beats On My Mind","Eskei83",2025-07-24,159000,29,false,,2025-11-08T20:20:23Z,"drum and bass","ESKEi83",0.38,0.99,1,-0.818,1,0.0592,0.0000183,0.587,0.0888,0.325,174.948,4
spotify:track:1U3nHai9ueJCuEXbf8TvBA,"Lithium","Diffusion","Odd Mob",2017-02-13,193432,52,false,,2025-11-08T20:20:23Z,"tech house,bass house","Tinted Records",0.795,0.836,7,-5.412,0,0.0486,0.00702,0.546,0.319,0.736,133.995,4
spotify:track:23iKK3KMQjKCcYJfe0stqE,"1 More Night","1 More Night","Axel Boy",2025-04-18,234857,12,false,,2025-11-08T20:20:23Z,"bass house,bassline,dubstep,drum and bass","Axel Boy",0.609,0.954,11,-3.249,0,0.0467,0.00143,0.0501,0.117,0.337,140.04,4
spotify:track:5viFsPSN55GsseOzY5wJ0K,"LEFTRIGHT","LEFTRIGHT","Zoey808",2025-05-30,170666,30,false,,2025-11-08T20:20:23Z,"uk garage","Zoey Worldwide",0.754,0.952,10,-1.284,0,0.0548,0.0138,0.11,0.17,0.449,135.025,4
spotify:track:2bSiBDGQsHG2wUeF0y4Vme,"Polite - AC Slater Remix","Pearl (Remixes)","Anna Lunoe;AC Slater;Shanique Marie",2025-06-20,186303,19,false,,2025-11-08T20:20:23Z,"nu disco,bass house,bassline,g-house,uk garage,reggae,ragga","NLV Records",0.876,0.944,7,-4.359,1,0.158,0.0218,0.0263,0.291,0.644,134.015,4
spotify:track:3lSJ1gU84t2odvmbdGqGKE,"THAT BOY","THAT BOY","Tough Break",2025-03-07,192969,27,false,,2025-11-08T20:20:23Z,"uk garage,tech house,bass house","October Records",0.7,0.893,11,-5.593,0,0.0519,0.00601,0.77,0.375,0.658,142.005,4
spotify:track:0dAfw35k2hBsnbSl74AVJF,"dashstar*","dashstar*","Knock2",2021-02-05,198095,58,false,,2025-11-08T20:20:23Z,"bass house,edm,bassline","NIGHTMODE",0.699,0.949,9,-2.994,1,0.0739,0.00872,0.328,0.151,0.186,126.07,4
spotify:track:5pOS4XAtt2rbDJhpEVIgzA,"Nighthawk","Nighthawk","King of the Beats;Plump DJs;Krafty Kuts;Freestylers",2025-08-15,161818,32,false,,2025-11-08T20:20:23Z,"breakbeat,big beat,dubstep","Speaker Freaker",0.646,0.95,10,-4.662,0,0.059,0.00689,0.626,0.29,0.167,132.033,4
spotify:track:5NijKQmTmExKSb5KiDo7yC,"blackbrick","blackbrick","dunne",2025-05-09,180869,20,false,,2025-11-08T20:20:23Z,"uk garage","7976119 Records DK2",0.716,0.972,5,-3.553,1,0.113,0.101,0.765,0.945,0.667,138.078,4
spotify:track:0RwFBS4jnzY8hW2wtGInuh,"wasting my time with you","live a little","Sebass",2025-06-27,252342,38,false,,2025-11-08T20:20:23Z,"liquid funk,drum and bass","sebassvienna",0.781,0.755,4,-4.768,0,0.0629,0.00702,0.441,0.105,0.0538,87.494,4
spotify:track:7g4g0VNf7MfBWBLTddNYet,"Feel Like U Wanna","Feel Like U Wanna","Terry Moon",2025-08-08,172666,29,false,,2025-11-08T20:20:23Z,"","HEXAGON",0.8,0.751,5,-7.355,1,0.164,0.0662,0.313,0.267,0.237,134.994,4
spotify:track:5vu69csqeUJheoQWPd2MoM,"LA NOCHE","LA NOCHE","Chris Lake;Skrillex;ANITA B QUEEN",2025-10-03,212244,67,false,,2025-11-08T20:20:23Z,"tech house,house,bass house,dubstep,edm,electro,electronic","Black Book Records",0.797,0.777,8,-3.634,1,0.0601,0.000279,0.645,0.0633,0.763,126.993,4
spotify:track:0CBgWjwrrW61VBMHgTI8sU,"Reckless","Reckless","AMADRAMA",2022-07-14,183307,4,false,,2025-11-08T20:20:23Z,"bass house,g-house","AMADRAMA",0.73,0.92,0,-5.279,1,0.0868,0.000233,0.865,0.108,0.0449,126.99,4
spotify:track:4LWkiX6p8miAZwlgeCEK8h,"Hollow Thrills","Hollow Thrills","Ashez",2025-03-07,227988,31,false,,2025-11-08T20:20:23Z,"bass music","Odyzey Music",0.76,0.876,8,-4.183,1,0.0479,0.00269,0.536,0.336,0.753,140.048,4
spotify:track:1b6lq9XLhXLq7PQFcfvRtb,"Mash Up","Mash Up","33 Below",2025-05-16,185720,31,false,,2025-11-08T20:20:23Z,"stutter house,uk garage,bassline","Major Recordings/Warner Records",0.835,0.929,6,-3.496,0,0.271,0.00269,0.00834,0.0788,0.8,137.071,4
spotify:track:21dx0x8Q8s0rw4loRxgzUk,"Hittem","Hittem","Lokal",2025-04-11,212000,31,false,,2025-11-08T20:20:23Z,"uk garage,bassline,dubstep,bass music,breakbeat","Crucast",0.711,0.956,1,-3.839,1,0.0903,0.0182,0.0136,0.736,0.551,136.064,4
spotify:track:6I3QqlCCrZdeDyAuvCvECj,"Lunatics","Lunatics","Cloverdale",2025-05-23,156472,18,false,,2025-11-08T20:20:23Z,"bass house,tech house,g-house","Vibrancy",0.629,0.846,2,-3.662,1,0.0387,0.0049,0.0603,0.15,0.178,139.993,4
spotify:track:30BqkCHBcVtFJptWKJgJw6,"6am","6am","rSUN",2025-01-17,171468,43,false,,2025-11-08T20:20:23Z,"bass music","Bassrush Records",0.775,0.869,9,-4.827,0,0.034,0.0826,0.245,0.301,0.116,140.039,4
spotify:track:46yEOnHmANlGGjv9X2vXWO,"Run Away","Run Away / Don't Stop","Bloody Boy",2022-01-28,170639,12,false,,2025-11-08T20:20:23Z,"g-house,bass house","Moretin",0.778,0.874,11,-7.323,0,0.0506,0.00646,0.825,0.184,0.203,128.014,4
spotify:track:7JRe1LqDIY8f0f2YDVhHec,"Dye My Hair - Branchez Remix","Dye My Hair (Branchez Remix)","ALMA;Branchez",2017-02-03,190991,20,false,,2025-11-08T20:20:23Z,"","Intercord",0.903,0.558,7,-5.643,1,0.0485,0.244,0.000325,0.0638,0.53,121.959,4
spotify:track:54KY54uI6AJGJOR0MxT56G,"SOMETHING ELSE","SOMETHING ELSE","Blurrd Vzn",2025-05-30,118285,27,false,,2025-11-08T20:20:23Z,"bass music,dubstep,riddim","MONTA",0.506,0.795,8,-5.763,0,0.188,0.0189,0.153,0.261,0.196,140.18,4
spotify:track:4EuPxwTyJBcASfF7pGy0uP,"Sauce","Sauce","Body Ocean;Merc The Big Body Benz",2025-03-14,180937,16,false,,2025-11-08T20:20:23Z,"bass house,uk garage","Night Bass Records",0.857,0.858,10,-4.667,0,0.129,0.0214,0.251,0.0935,0.375,128.028,4
spotify:track:78nx0HDJIFD5xDq2L5420Z,"Blessings","Blessings","Calvin Harris;Clementine Douglas",2025-05-09,219650,84,false,,2025-11-08T20:20:23Z,"edm","Columbia",0.721,0.875,11,-4.125,0,0.0557,0.0022,0.0285,0.0888,0.642,129.913,4
spotify:track:2S6Vwq2g1OBfiZdLDBm4cy,"Bang Bang","Crossroads","Lil Fish;Mr. Ours",2023-03-10,214883,31,false,,2025-11-08T20:20:23Z,"electro swing,glitch","Odyzey Music",0.671,0.853,10,-5.139,0,0.0668,0.00963,0.747,0.104,0.267,172.067,4
spotify:track:1IzwekNme3RkOs7Djz8G2Q,"Down To Pop","Down To Pop","Segan",2025-02-27,156206,10,false,,2025-11-08T20:20:23Z,"drum and bass","Segan",0.752,0.946,1,-1.854,1,0.564,0.362,0.0201,0.056,0.347,174.041,4
spotify:track:3CzGkeHBJTd5ZdWd62tsWM,"HOLDIN ME","HOLDIN ME","So Dope",2025-03-21,164776,29,false,,2025-11-08T20:20:23Z,"uk garage","Night Bass Records",0.831,0.873,10,-4.303,0,0.0726,0.0843,0.371,0.0792,0.627,134.098,4
spotify:track:3E72tD2Bs5pigcWeKzsPDa,"Don't Call","URL;;irl","Crosstalk;georgeluqas",2025-06-06,154714,32,false,,2025-11-08T20:20:23Z,"grime","Daisy Chain Recordings",0.7,0.663,10,-7.433,0,0.0538,0.105,0.773,0.0736,0.0941,139.902,4
spotify:track:7n02YQrtZv1496e6db2sMc,"Will You?","Will You?","Justin Blau;3LAU",2025-08-08,187826,33,false,,2025-11-08T20:20:23Z,"edm","Justin Blau",0.687,0.773,11,-6.776,0,0.0633,0.0468,0.584,0.291,0.147,137.984,4
spotify:track:2vwDjFZGma27ITt4lOpSDD,"Baby - NXSTY & RYA Remix","Baby (Remix)","Habstrakt;NXSTY;RYA",2025-04-25,160459,27,false,,2025-11-08T20:20:23Z,"bass house,g-house,dubstep,bassline","Distorted Reality Records",0.729,0.855,6,-3.229,0,0.0891,0.0009,0.141,0.0665,0.249,132.134,4
spotify:track:7GPmsXRE5VhqKmmkJ0DQpA,"MEANT2B","MEANT2B","So Dope",2025-05-30,141739,23,false,,2025-11-08T20:20:23Z,"uk garage","Night Bass Records",0.883,0.779,1,-5.136,1,0.104,0.101,0.157,0.113,0.135,137.911,4
spotify:track:4KNjK6R0aB4j8IT9LU0o6T,"Spellbound","Spellbound","oskar med k",2025-10-24,137790,70,false,,2025-11-08T20:20:23Z,"","7CULT powered by PULSE.CX",0.772,0.682,1,-6.504,0,0.428,0.641,0.138,0.211,0.331,128.977,4
spotify:track:275UK4dZzVVgwWMzjRKw2i,"Bass Go Silly","Dream Machine","Jaenga",2025-08-08,193883,42,false,,2025-11-08T20:18:06Z,"dubstep,bass music","Field Trip Records",0.856,0.689,11,-0.547,1,0.0356,0.0261,0.0907,0.179,0.226,90.022,4
spotify:track:4j5g0lk3tv7kUWeSlk2s8d,"Hustle","Dream Machine","Jaenga;Josh Teed",2025-08-08,236620,29,false,,2025-11-08T20:18:06Z,"dubstep,bass music","Field Trip Records",0.665,0.743,2,-2.519,1,0.078,0.00855,0.0015,0.135,0.271,91.991,4
spotify:track:4madkqL1bB8rweDVBG8FvR,"Let It Go","Let It Go","NOTSOBAD;MA:RK",2024-04-19,196160,70,false,,2025-11-08T20:18:06Z,"slap house,deep house","Selected.",0.644,0.695,5,-7.202,0,0.0383,0.255,0.828,0.142,0.198,126.004,4
spotify:track:6seStQ8B2Bx2Gnis7LF3cr,"BRUK DOWN","BRUK DOWN","Major Lazer;Diplo;Parris Goebel;SadBoi;America Foster",2025-10-24,165692,53,false,,2025-11-08T20:18:06Z,"moombahton,sexy drill,uk garage","Mad Decent",0.789,0.62,1,-8.258,1,0.0652,0.00204,0.00129,0.593,0.339,130.114,4
spotify:track:4Bu4mjekd4HCC8THjEtnDi,"Bussin - Jayceeoh Remix","Bussin - Jayceeoh Remix","MVPZ;The Gaff;Johanna Phraze;Amp Live",2025-05-29,144000,6,false,,2025-11-08T20:18:06Z,"uk garage,breakbeat,g-house","MOST VALUABLE RECORDS",0.818,0.878,1,-6.394,1,0.144,0.018,0.0102,0.0709,0.482,130.123,4
spotify:track:63KF7nZNOjEoPlGhDsRKdd,"Headspun","Danger Console","Shanghai Doom",2025-07-11,143513,23,false,,2025-11-08T20:18:06Z,"bass music,dubstep,riddim","Shanghai Doom Music",0.857,0.648,11,-3.295,1,0.14,0.000244,0.797,0.166,0.362,148.059,4
spotify:track:4lNAIalHgxfJGztrrxVFom,"Renegade Master - Don Diablo Edit","Renegade Master (Don Diablo Edit)","G-POL;Don Diablo",2025-05-09,217846,46,false,,2025-11-08T20:18:06Z,"future house,bass house,edm","HEXAGON",0.809,0.714,11,-6.622,0,0.114,0.101,0.0771,0.0961,0.719,130.019,4
spotify:track:6csDhb03N9jdJUmkif5UmG,"Bad Luck","Bad Luck / Feel","Kyle Watson;Nevve",2025-10-24,185212,47,false,,2025-11-08T20:18:06Z,"tech house,bass house,house,g-house,future bass,melodic bass,edm","Black Book Records",0.752,0.796,6,-6.039,0,0.0441,0.000844,0.0146,0.135,0.382,132.983,4
spotify:track:0gahmokctHhYjyR3ZUGr7L,"Final Song - Diplo & Jauz Remix","Final Song (Diplo & Jauz Remix)","MØ;Diplo;Jauz",2016-12-30,190480,45,false,,2025-11-08T20:18:06Z,"moombahton,bass house,edm,future house,dubstep,electro house","Chess Club/RCA Victor",0.687,0.843,9,-2.974,1,0.0312,0.208,0.000917,0.0751,0.344,126.012,4
spotify:track:1ZQaqKN2nodOh2KRFOSdtx,"White Claw Wobbler","White Claw Wobbler","Casey Club",2025-04-11,195428,31,false,,2025-11-08T20:18:06Z,"uk garage,dubstep,bass music,bassline","UKF",0.705,0.946,1,-3.752,1,0.318,0.000639,0.00053,0.193,0.156,140.021,4
spotify:track:0pyjqTGLsrg1r6m5YR4tuq,"Home - Mind Against Remix","Home (Mind Against Remix)","Adriatique;Marino Canal;Delhia De France;Mind Against",2022-05-06,437647,44,false,,2025-11-08T20:18:06Z,"melodic techno,melodic house,afro house,minimal techno","Siamese",0.651,0.744,7,-7.441,0,0.0314,0.0167,0.621,0.115,0.0372,119.995,4
spotify:track:0Do1AZJJ03M0g8MmzUXLYf,"Guess featuring billie eilish","Brat and it’s completely different but also still brat","Charli xcx;Billie Eilish",2024-10-14,143330,56,false,,2025-11-08T20:18:06Z,"hyperpop,art pop","Atlantic Records",0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
spotify:track:3nPwkr8RE4VfhF80fyDVXJ,"OK OK","OK OK","Fred again..;Danny Brown;BEAM;PARISI;JPEGMAFIA",2025-10-10,206197,65,false,,2025-11-08T20:18:06Z,"stutter house,house,experimental hip hop,alternative hip hop,melodic techno,experimental","Atlantic Records UK",0.703,0.806,2,-6.641,1,0.0682,0.00343,0.0262,0.256,0.484,142.01,4
spotify:track:40jqRY00ZBurt1HqDxUOt3,"The Action","The Action","AHEE;Sømething",2022-01-19,193200,45,false,,2025-11-08T20:18:06Z,"dubstep,bass music,riddim","Jadu Dala",0.742,0.796,1,-3.613,1,0.117,0.000715,0.00267,0.0956,0.349,100.014,4
spotify:track:5uh8m2Lna0Gfk8YGqYVb6d,"Make U SWEAT!","Make U SWEAT!","Knock2",2023-01-13,234285,53,false,,2025-11-08T20:18:06Z,"bass house,edm,bassline","NIGHTMODE",0.589,0.965,6,-1.234,0,0.0619,0.0234,0.849,0.503,0.232,126.046,4
spotify:track:7oouv30MA1XJGi0PvCosE7,"Light Up","Light Up","Eptic;LYNY",2025-02-26,190285,43,false,,2025-11-08T20:18:06Z,"dubstep,riddim,deathstep,bass music,bass house,dub","Overlord Music",0.629,0.981,8,-2.856,0,0.24,0.119,0.0000342,0.0671,0.606,140.045,4
spotify:track:6amFTa4qtw7wHiSKNZsBUw,"The Don","The Don","AC Slater;Jay Robinson;Gabi'el",2024-04-26,166237,41,false,,2025-11-08T20:18:06Z,"bass house,bassline,g-house,uk garage,tech house","Night Bass Records",0.842,0.801,9,-5.503,1,0.0657,0.00424,0.379,0.114,0.727,127.01,4
spotify:track:4ifmZ99yelqAEHIIHCS6Dg,"GIVE MY LOVE","GIVE MY LOVE","JOYRYDE",2016-11-07,260952,33,false,,2025-11-08T20:18:06Z,"bass house,g-house","UNWANTED",0.721,0.938,1,-3.818,1,0.0921,0.00409,0.275,0.38,0.161,126.011,4
spotify:track:2dps4BWM4a4Tp8QNU3NWdQ,"Gone Fishin","Gone Fishin","Grieves;Prof;Pants",2024-08-16,117894,46,true,,2025-11-08T20:18:06Z,"underground hip hop","Storm Watch Record Club",0.834,0.614,5,-6.577,0,0.229,0.0725,0,0.132,0.63,113.923,4
spotify:track:6ivEQ2t5SyuPxwTT45Mtxn,"Bruise","Nothing To Lose","Know Good",2024-11-25,112436,48,true,,2025-11-08T20:18:06Z,"","KNOW GOOD LLC",0.914,0.504,9,-9.344,0,0.133,0.0139,0.0024,0.135,0.179,118.999,4
spotify:track:4D3XVVyxjxNvZLXMhmF9x3,"Donnie Brasco","Nothing To Lose","Know Good",2024-11-25,182166,54,false,,2025-11-08T20:18:06Z,"","KNOW GOOD LLC",0.829,0.703,8,-2.972,0,0.18,0.0677,0.000619,0.367,0.459,89.995,4
spotify:track:0mwlZQjUxspUTpAzLwexw7,"P.O.V.","Let God Sort Em Out","Clipse;Tyler, The Creator;Pusha T;Malice",2025-07-11,258030,67,true,,2025-11-08T20:18:06Z,"","Roc Nation Distribution",0.636,0.574,10,-10.915,0,0.195,0.0532,0,0.123,0.488,156.08,4
spotify:track:2FfAhHNThapVBQEQ3FHqw0,"Never Go Back","STAY IN YOUR LANE...","Smoakland;INZO",2023-11-03,170802,38,false,,2025-11-08T20:18:06Z,"bass music,dubstep,future bass","Left Coast Records",0.724,0.772,1,-9.139,1,0.0752,0.0314,0.782,0.0949,0.426,136.992,4
spotify:track:2qs6tpFeTo3BFmc86Y0Y6Q,"Head Rock","Head Rock","Mersiv;Sully;Nat James",2025-07-22,213428,43,false,,2025-11-08T20:18:06Z,"bass music,dubstep,riddim","WAKAAN",0.669,0.978,9,-2.357,1,0.0849,0.00115,0.00000171,0.252,0.37,139.919,3
spotify:track:0qICNf9xJjMQtZLqNSLopD,"Jaded","Escapism Vol. 1","Levity",2024-09-25,210122,51,true,,2025-11-08T20:18:06Z,"dubstep","Deadbeats",0.63,0.918,9,-3.331,1,0.124,0.0167,0.179,0.942,0.393,154.849,4
spotify:track:1UU97xBiylIgf8mqZ0R7TL,"The Largest","The Largest","BERNZIKIAL",2025-07-25,94674,29,true,,2025-11-08T20:18:06Z,"riddim,deathstep,dubstep","BERNZIKIAL",0.597,0.775,0,-4.249,1,0.655,0.186,0.0746,0.104,0.0374,73.401,4
spotify:track:2kweKRcwSQUzn9YZv7onfJ,"You'll Be Mine","You'll Be Mine","Marco Lys",2019-09-20,233196,13,false,,2025-11-08T20:18:06Z,"tech house,house","Armada Subjekt",0.614,0.954,7,-5.066,1,0.0448,0.000938,0.599,0.149,0.792,123.988,4
spotify:track:6XIh9BtczdxO7HRQwrIPti,"I Don't Trust A Soul","I Don't Trust A Soul","Disco Lines;Ship Wrek",2025-08-06,146059,63,true,,2025-11-08T20:18:06Z,"stutter house,bass house","Experts Only",0.784,0.799,7,-3.963,0,0.094,0.00258,0.00527,0.0855,0.598,131.98,4
spotify:track:4DejIFYUvkb0cgJBw6t8qR,"Wave","Fantasy","Whethan",2020-10-16,122454,32,false,,2025-11-08T20:18:06Z,"","Big Beat Records",0.755,0.805,4,-6.443,1,0.0706,0.00209,0.029,0.683,0.318,134.91,4
spotify:track:60J5MfZgaDUQYhwJMdWjFI,"Bout Me","Bout Me","Super Future;Wreckno",2019-11-15,231529,32,false,,2025-11-08T20:18:06Z,"bass music","1414405 Records DK2",0.43,0.563,1,-8.425,0,0.313,0.0333,0.0000042,0.119,0.188,77.312,4
spotify:track:6SrryrPVbduP7JxQoEls3O,"Bebe","Bebe","T & Sugah;Justin Hawkes",2025-07-25,168275,40,false,,2025-11-08T20:18:06Z,"drum and bass,liquid funk","Bassrush Records",0.65,0.992,10,-0.508,0,0.0671,0.0303,0.675,0.111,0.484,174.018,4
spotify:track:4zzFiS5QEovRo8PRCH16Fk,"FREAK NASTY","FREAK NASTY","Pretty Sweet",2025-03-04,138857,48,false,,2025-11-08T20:18:06Z,"dubstep","Pretty Sweet Music",0.625,0.907,5,-1.54,1,0.174,0.261,0.000184,0.16,0.326,139.699,3
spotify:track:1ZXtVE7Orb5JnUWT06Oqwo,"Too Heavy","Too Heavy","Neon Tide",2025-05-09,180000,53,false,,2025-11-08T20:18:06Z,"","7CULT powered by PULSE.CX",0.818,0.618,10,-7.815,0,0.0715,0.152,0.189,0.111,0.267,124.002,4
spotify:track:3l48UcyogWNWHp47DSjdt2,"Thin Floors And Tall Ceilings - ford. Remix","A Moment Apart Remixes","ODESZA;ford.",2018-11-28,294390,22,false,,2025-11-08T20:18:06Z,"chillwave,chillstep","Counter Records",0.705,0.446,11,-9.227,1,0.0536,0.485,0.819,0.0999,0.275,99.999,4
spotify:track:2D6makyG9bp5Zve7nUXUP2,"Go Mode","Nexum","INZO;Blookah;DijahSB",2025-08-08,232031,50,false,,2025-11-08T20:18:06Z,"future bass,hip house,jazz rap","Local Void",0.814,0.893,11,-4.983,1,0.159,0.012,0.0018,0.132,0.401,127.993,4
spotify:track:1GfJCWGLfdev016PSsrUO8,"Make Me Feel","Make Me Feel","oskar med k",2025-06-20,186240,84,false,,2025-11-08T20:18:06Z,"","7CULT powered by PULSE.CX",0.797,0.71,6,-8.008,0,0.0862,0.139,0.107,0.152,0.175,124.919,4
spotify:track:5kLCiVEIxFFASV0XWt65D2,"4RUNNA","4RUNNA","Dera Meelan",2025-06-13,231125,27,false,,2025-11-08T20:18:06Z,"","45rpm",0.74,0.873,1,-8.131,1,0.1,0.0127,0.624,0.743,0.374,132.987,4
spotify:track:7AoZ39tdZt9OLEsfQ6bdiA,"SAVE U","SAVE U","SVDKO;Klo",2025-05-30,161142,34,false,,2025-11-08T20:18:06Z,"uk garage,stutter house","Boom Records LLC",0.694,0.772,2,-6.547,1,0.0454,0.116,0.762,0.254,0.185,139.976,4
spotify:track:6VfURLdwW6jBCu4nHdAKBm,"The Sound","The Sound","Dillon Francis;Julian Jordan",2024-08-30,155147,38,false,,2025-11-08T20:18:06Z,"moombahton,edm,bass house,big room,future house","STMPD RCRDS",0.631,0.949,10,-5.346,0,0.0433,0.000725,0.747,0.487,0.158,130.001,4
spotify:track:3djWekEDgbhAtkXGdFNbFt,"BALD!","EP!","JPEGMAFIA",2020-11-06,153932,53,true,,2025-11-08T20:18:06Z,"experimental hip hop,alternative hip hop,experimental","Universal Records",0.594,0.917,10,-2.382,1,0.3,0.0372,0,0.495,0.675,154.703,4
spotify:track:5NuwEN7sWlqALO3GVNlDRA,"Carousel","Carousel","MEWONE!",2025-06-26,187586,4,false,,2025-11-08T20:18:06Z,"drum and bass,drumstep","Divine Hate",0.378,0.913,11,-4.293,0,0.0649,0.00708,0.342,0.144,0.0368,174.054,4
spotify:track:7D8Wc7eLhLoPwZ9q1lij9n,"Body Rock","Body Rock","Rova",2025-09-26,176914,39,false,,2025-11-08T20:18:06Z,"drum and bass","ROVA",0.786,0.976,11,-0.71,0,0.23,0.0153,0.262,0.0861,0.523,175.03,4
spotify:track:0fK7ie6XwGxQTIkpFoWkd1,"like JENNIE","Ruby","JENNIE",2025-03-07,123517,87,true,,2025-11-08T20:18:06Z,"k-pop","OA Entertainment/Columbia",0.811,0.743,10,-5.321,0,0.0611,0.281,0.00671,0.0868,0.815,130.019,4
spotify:track:00kiqMQGZQFH8YSiyrN8Ew,"Dress Code","Dress Code","Mau P",2023-10-06,203437,63,false,,2025-11-08T20:18:06Z,"tech house,house","Black Book Records",0.716,0.94,1,-5.443,1,0.0539,0.00799,0.728,0.0807,0.737,128.015,4
spotify:track:0PBQS0GycsYJ4yJJRjAIXU,"Fuck It Up","Fuck It Up","Disco Lines;SIDEPIECE;Mike Sherm",2024-12-13,132974,55,true,,2025-11-08T20:18:06Z,"stutter house,tech house,edm,hyphy","Good Good Records",0.78,0.924,11,-4.465,1,0.12,0.042,0.000135,0.316,0.491,130.001,4
spotify:track:1gS8DaYjlzRT8dU8F3908X,"DANCE (SAY MY NAME)","DANCE (SAY MY NAME)","BLVZE",2025-04-04,185678,38,false,,2025-11-08T20:18:06Z,"edm trap","BLVZE",0.672,0.946,2,-3.699,1,0.0385,0.000333,0.197,0.386,0.0909,140.096,4
spotify:track:6L0xIwnRJhTvDmrAnG5yYB,"I Don't Know How - French 79 Remix","With Julia (Bonus Edition)","Kid Francescoli;French 79",2015-03-09,425755,1,false,,2025-11-08T20:18:06Z,"french indie pop,french house","Alter K",0.665,0.521,11,-10.469,1,0.0614,0.138,0.884,0.108,0.197,117.975,4
spotify:track:4tuetYH9VyFN6swmsdocZ1,"Fangs","Fangs","Mindset;Saka",2025-08-01,122109,24,false,,2025-11-08T20:18:06Z,"bass music,drumstep,dubstep","soundslikesaka",0.611,0.812,2,-5.476,1,0.121,0.00377,0.843,0.0898,0.174,127.991,4
spotify:track:7amTNi6wRWUzvAh5aC9fmd,"Blue","Blue","Hairitage",2025-10-22,185600,41,false,,2025-11-08T20:18:06Z,"dubstep,riddim,deathstep,bass music","Monstercat",0.398,0.807,3,-1.675,0,0.0504,0.00345,0.648,0.159,0.143,150.031,4
spotify:track:4CUwiZG9BQaVh7xsKs95wc,"Brain Tickler","Brain Tickler","AHEE",2023-12-06,144134,52,false,,2025-11-08T20:18:06Z,"dubstep,bass music,riddim","Jadu Dala",0.834,0.849,9,-3.658,1,0.0655,0.014,0.0000821,0.469,0.34,149.941,4
spotify:track:4fuRN2DclIn0H2Zz3paFzh,"Gates","Gates","Just A Gent;Slowboy",2025-08-04,156098,33,false,,2025-11-08T20:18:06Z,"future bass,phonk,brazilian phonk,rally house","Monstercat",0.521,0.91,8,-2.269,0,0.186,0.207,0.555,0.0855,0.465,140.067,4
spotify:track:6bqKjzTRCFudLgD4kPpMpC,"Closer","Closer","Wenzday;Confession",2025-04-30,186240,25,false,,2025-11-08T20:18:06Z,"bass house,g-house,tech house","Confession",0.688,0.915,1,-6.217,1,0.122,0.0415,0.824,0.29,0.537,124.985,4
spotify:track:02Y5z5UbRPqpXiLHfDRzeK,"Coast 2 Coast ft. Flowdan","Coast 2 Coast ft. Flowdan","GRiZ;Flowdan",2025-07-18,174751,52,false,,2025-11-08T20:18:06Z,"dubstep,drum and bass,grime","GRiZ LLC",0.603,0.989,1,-1.812,1,0.266,0.0134,0.0854,0.355,0.345,139.969,4
spotify:track:3flWoQdYrWyqUsHbURIJby,"Stephanie - HNTR Remix","Stephanie (HNTR Remix)","Cloonee;Young M.A;InntRaw;HNTR",2025-02-07,145467,71,false,,2025-11-08T20:18:06Z,"tech house,house,latin house","Hellbent Records",0.765,0.948,6,-4.048,0,0.0436,0.00701,0.00651,0.113,0.743,134.011,4
spotify:track:6mwrQ7UyriEE3P2DVUZzke,"GO!","GO!","Jon Casey;PEEKABOO",2025-08-15,141517,42,true,,2025-11-08T20:18:06Z,"bass music,edm trap,dubstep,riddim","Monstercat",0.778,0.651,6,-4.881,1,0.555,0.0445,0.00000206,0.372,0.436,72.004,4
spotify:track:5MvvEKnfgMVLLBkzsgStpD,"Silent","Silent","Ship Wrek",2022-05-13,190498,45,true,,2025-11-08T20:18:06Z,"stutter house,bass house","Spinnin' Records",0.79,0.84,2,-4.637,1,0.0609,0.0025,0.422,0.0783,0.627,126.001,4
spotify:track:1XvGtoO3ubLRFHXChk3Q1P,"BodyMove","Turn It Up EP","Eliminate",2025-09-12,143450,36,false,,2025-11-08T20:18:06Z,"dubstep,riddim,bass music,deathstep,bass house","Eliminate Music",0.591,0.999,4,-0.007,1,0.338,0.0052,0.471,0.362,0.491,173.977,4
spotify:track:6qJhrI2BMuA8qHcmycD3fL,"TESLA","TESLA","Mau P",2025-08-08,186818,66,true,,2025-11-08T20:18:06Z,"tech house,house","Insomniac Records",0.757,0.792,10,-5.507,1,0.044,0.000344,0.864,0.0663,0.708,132.014,4
