Direction,Date,Message
Received,"2025-10-27 14:08:39","I do though Dan "
Sent,"2025-10-27 14:09:23","clearly you do not, you are (at this very moment) proving that"
Received,"2025-10-27 14:10:14","No I am not "
Received,"2025-10-27 14:33:38","Do you know when he is coming "
Sent,"2025-10-27 14:36:00",no
Sent,"2025-10-27 14:36:07","i will let you know where to pick it up once he comes."
Received,"2025-10-27 15:06:06","I would appreciate it if you could at least let me come in the garage "
Received,"2025-10-27 15:45:26",??
Sent,"2025-10-27 16:27:11",ready
Received,"2025-10-27 16:34:10","Okay "
Received,"2025-10-27 16:36:49","On my way "
Received,"2025-10-27 16:40:32","Can I please come in "
Received,"2025-10-27 16:40:35","Nina is outside "
Sent,"2025-10-27 20:40:04","you really just can’t imagine what it feels like to be kept in this position for so long and how much worse it is with the current situation as i now understand it…there is no way that you believe that what you’re doing is somehow making any of this easier for me."
Sent,"2025-10-27 20:41:39","and i just don’t understand why you’ve refused to just tell me that i am not what you want anymore because at least i would be able to feel like i have a grasp of the situation and could begin the process of figuring out how to live with the emptiness."
Sent,"2025-10-27 20:47:14","look i don’t really have any idea what is going on or who you are now…i truly don’t. but the one and only thing i can say that i am confident about is that you don’t want me."
Sent,"2025-10-27 20:53:39","and it doesn’t seem to even bother you that i am telling you with complete sincerity that i am never going to be okay and that i did not and still do not have any idea that you would be able or want to do this in the most cruel and confusing way possible to someone who saw you as the most amazing thing in the world and the only true happiness i’ve ever felt.  is this who you’ve always been? did you cheat on me the entire time and i was just too stupid to realize? how does someone just forget about everything they have with someone else? do you not see that i’ve ALWAYS been there for you and you haven’t ever been there for me?"
Sent,"2025-10-27 20:55:33","what do you get from lying to me to make me think you want to fix the thing that i care about more than anything in the world"
Sent,"2025-10-27 22:49:23","this is why you need to stay away."
Sent,"2025-10-27 22:50:30","i do not even know who this cruel, heartless person is. i just want you to go back to being a real fucking person"
Sent,"2025-10-27 22:52:06","ignore me, i’m used to it…but do not forget that you have chosen to inflict as much pain as possible here without any reason"
Sent,"2025-10-27 22:55:10","￼￼￼￼"
Sent,"2025-10-28 01:05:12","seriously do not fucking act like you don’t have any idea why i’m upset whenever you decide you need to text me"
Sent,"2025-10-28 01:05:34","it’s so fucked up to just act like i do not exist."
Received,"2025-10-28 11:58:36","I am sorry I went to bed super early last night..that stuff gave me a horrible headache. "
Received,"2025-10-28 12:06:07","I don’t have money. "
Received,"2025-10-28 12:06:47","Nor do I want that same stuff. It hurt my head. Like it had a lot of cut in it. It chalked up my nose and throat "
Received,"2025-10-28 12:16:17","It isn’t your fault obviously "
Sent,"2025-10-28 12:16:25","k well i think he had to get it from somewhere else because he hadn’t got his yet. i noticed it also"
Received,"2025-10-28 12:16:33","But either way I don’t have any money "
Sent,"2025-10-28 12:19:07","but hey just don’t apologize if you’re not going to respond to anything i say. like, even if i believed that you fell asleep before i sent any of that..you’re just as capable of answering me right now as you were last night. just because you wait 15 hours to say something to me doesn’t mean that you aren’t still ignoring me."
Received,"2025-10-28 12:19:30","I’m
 Not ignoring it "
Sent,"2025-10-28 12:27:10","okay you demonstrably are doing exactly that and i’m not sure why you think it's okay to just lie about things that aren't even really uncertain or hard to prove but look"
Sent,"2025-10-28 12:29:56","i spent a lot of time thinking about this last night and you can’t or won’t do one single thing to communicate that your “i want to make this work” thing has any meaning or is something other than just an obvious lie - trust me, if you cared at all you would have felt like i did about the prospect of potentially losing to someone else…believe me, it’s not really a close call"
Sent,"2025-10-28 12:38:30","if you don’t realize what is happening by this point and can’t even try to do anything about it - then all of this shit that you’ve been telling me can not be true. you really do not have any idea how awful it feels to figure out that you’ll do this right until the point that you erase me out of necessity. i don’t know what to say other than you are choosing to keep me in the dark so that i don’t have to face what you are and have really been doing."
Sent,"2025-10-28 12:46:59","you don’t want me and i can’t understand why you chose to make me experience that reality over and over and over again. "
Sent,"2025-10-28 12:47:30","“i’m not ignoring it”

i’ll talk to you tomorrow. what you’re doing is fucking cruel."
Received,"2025-10-28 15:43:40","Dan I am not. I dont know what you want me to do or say I really don’t. I do fucking love you. I want you in my life. I am sorry that I have been so shitty. I clearly have a problem and I don’t know how to deal with everything "
Received,"2025-10-28 18:19:25","Did you or your mom get anything today"
Sent,"2025-10-28 18:19:49","i’m waiting"
Received,"2025-10-28 18:20:20","I’m trying to get some money. I dont know if I can. Or if I could buy a damn gift card or something "
Received,"2025-10-28 18:20:35","Would he accept that lol "
Received,"2025-10-28 18:20:38","Or your mom "
Received,"2025-10-28 18:23:55",?
Sent,"2025-10-28 18:24:16",no
Received,"2025-10-28 18:24:38","Why not. "
Received,"2025-10-28 18:31:10","Not even a visa "
Received,"2025-10-28 18:37:30","I have $30"
Sent,"2025-10-28 18:38:40","jesus christ"
Sent,"2025-10-28 18:38:47","i will let you know when i hear something"
Sent,"2025-10-28 18:38:47",he
Sent,"2025-10-28 18:38:54","is erupting so it might not be until late"
Received,"2025-10-28 18:40:19","I’ll bring the cash. "
Received,"2025-10-28 18:40:50","Is that ok with you "
Sent,"2025-10-28 18:43:13","i donyes"
Sent,"2025-10-28 18:43:17",yes**
Received,"2025-10-28 18:43:26","Do you want something from marathon?"
Sent,"2025-10-28 18:47:32","yes plz"
Sent,"2025-10-28 18:47:45","an energy drink or chocolate or both or something idk"
Received,"2025-10-28 18:49:33","I got both "
Received,"2025-10-28 18:49:40","Leaving. Can you come out "
Received,"2025-10-28 18:52:21","Please "
Received,"2025-10-28 18:52:36","Pulling into Heritage Hills now"
Received,"2025-10-28 19:28:43","Can I just come back over please?"
Received,"2025-10-29 12:00:53","I will try to get some money today"
Sent,"2025-10-29 12:22:40","remember he plays pool today so don’t wait too long"
Received,"2025-10-29 12:23:22","I remembered "
Received,"2025-10-29 12:23:40","It’s not up to me tho lol I will let you know if I can get some "
Sent,"2025-10-29 14:08:30",??
Sent,"2025-10-29 14:12:04","if you want to get something you need to figure it out in the next like 45 mins"
Received,"2025-10-29 14:27:44","Dan I am trying "
Received,"2025-10-29 14:47:07","I’ll have money soon. I dont know how much but I’ll have something "
Received,"2025-10-29 14:54:11","I have fifty "
Sent,"2025-10-29 14:57:30","okay i text him"
Sent,"2025-10-29 14:57:31","bring it"
Received,"2025-10-29 14:58:12","Ok "
Sent,"2025-10-29 15:01:08","you’re bringing it now right?"
Received,"2025-10-29 15:01:14","Yes "
Received,"2025-10-29 15:01:18","I’m going to the ATM now"
Received,"2025-10-29 15:04:30","Leaving atm "
Received,"2025-10-29 15:29:11","Try to let me know asap what’s going on. Kids are coming over then taking them to the parade if it doesn’t rain. "
Received,"2025-10-29 16:19:35","Have you heard anything "
Sent,"2025-10-29 16:55:44","i will tell you when hear something"
Sent,"2025-10-29 16:55:45",jesus
Received,"2025-10-29 16:56:01","Jeeze sorry "
Received,"2025-10-29 17:53:40","Not going to the parade. I told my mom I was craving long johns hushpuppies so we are here now lol"
Received,"2025-10-29 17:53:47","After we eat I will come "
Received,"2025-10-29 17:54:05","I’m so happy tho that you got subs. And multiple of them. "
Received,"2025-10-29 17:54:14","That is a major relief for sure "
Sent,"2025-10-29 17:57:52","it’s literally cheaper than getting my own script"
Received,"2025-10-29 17:58:01","Hahah true "
Received,"2025-10-29 17:58:15","￼Look at this little shit lol "
Received,"2025-10-29 18:26:16","On my way "
Received,"2025-10-29 18:26:57","Can I come inside "
Sent,"2025-10-29 18:27:26",yes
Sent,"2025-10-29 22:19:17","am i going to hang out with you on my birthday"
Sent,"2025-10-29 22:19:21","it’s fine you can say no"
Received,"2025-10-29 22:22:23","I would like to do something "
Sent,"2025-10-29 22:34:13","…right i know what that means"
Sent,"2025-10-29 22:34:18",forgetit
Received,"2025-10-29 22:34:30","What the hell"
Received,"2025-10-29 22:34:38","We will "
Sent,"2025-10-30 01:45:00","listen i know you better than you know yourself and i know that your answer to my initial question:     “i would like to do something” means that, at the very least, you’ve got something else going on and you’re going to do the same shit that you always do. "
Sent,"2025-10-30 02:12:17","do you realize you haven’t really hung out with me for any amount of time at all even one single time since we’ve been back?"
Sent,"2025-10-30 02:12:34",e
Sent,"2025-10-30 02:20:54","why is that again? you said you really wanted to spend time together but it literally wasn’t possible because you just couldn’t and you’d be home by 8 or 9pm every night no questions asked."
Sent,"2025-10-30 02:23:30","well now that i know that you don’t have any problem making time to see other people…like a few times a week. what do you think all of this feels like to me"
Sent,"2025-10-30 02:25:40","you do all of this shit that you have insisted was just absurd to even suggest - stay out late and aren’t just booked to the minute and the literal lowest priority possible.  it’s just you don’t WANT to be with me."
Sent,"2025-10-30 03:15:16","i thought i gave it to you with the cigarettes?"
Received,"2025-10-30 11:08:27","Daniel. I will spend time with you for your birthday. Okay? "
Received,"2025-10-30 11:08:44","I should have $40 at some point today. Claire needs to pay me back."
Received,"2025-10-30 13:37:16","Can I bring the forty over to you "
Received,"2025-10-30 13:52:19","I have stuff for you can I come inside for a little "
Received,"2025-10-30 13:58:36","Please let me in "
Sent,"2025-10-30 14:03:22","yeah but i don’t need you to give me anything"
Sent,"2025-10-30 15:22:52","i wish you would just help me understand what is real and what is actually going on because i don’t have any idea and it’s so much harder - i don’t even know if you’re like actively seeing someone or if you mean any of the stuff you’re saying to me at all and this is just the worst of all possible worlds"
Received,"2025-10-30 15:24:40","I mean what I say dan"
Sent,"2025-10-30 15:25:35",wow
Sent,"2025-10-30 15:28:19","i’m really not trying to be shitty i just don’t think you understand what it’s like to really love someone and only ever get that kind of answer about the most important thing to you"
Sent,"2025-10-30 15:28:34","i guess i’ll read between the lines"
Sent,"2025-10-30 15:33:17","again i wish you didn’t need to make this so much harder by keeping me confused and in the dark about everything all the time. i don’t know why you want me to feel like this always"
Received,"2025-10-30 15:40:46","Dan I am not trying to keep you confused. I want to be in your life and I want you in mine. "
Received,"2025-10-30 16:23:54","Have you heard from him yet "
Sent,"2025-10-30 16:31:41","yes. i don’t know exactly when yet but he did answer"
Sent,"2025-10-30 16:32:55","and i don’t  want to argue so i’m not going to keep going but you *are* actively trying to keep me in the dark"
Received,"2025-10-30 16:32:55","Alright "
Sent,"2025-10-30 16:33:06","watch…"
Received,"2025-10-30 16:33:06","No I am
Not "
Sent,"2025-10-30 16:33:50","i want us to be together. i love you and i don’t want to live my life without you. i don’t and can’t care about anyone else the way i care about you."
Sent,"2025-10-30 16:35:49","that’s not how you talk to me. you use loaded language and leave everything to make me *assume* that you mean something one way instead of another."
Sent,"2025-10-30 16:37:48","annie it’s so fucking hard to feel like you don’t want me any more. can you not see why it would be infinitely worse to never be able to know whether you want to be together or not because your actions never match your words"
Sent,"2025-10-30 16:39:59","you knew when i started seeing someone and you knew when i stopped doing that because (no matter how hurt or angry i am with you) - it  became obvious that i can’t even want to be with anyone other than you."
Sent,"2025-10-30 16:42:25","as i write this stuff though i realize what a fucking asshole i am…like - if you actually wanted to be together it would not require me doing this to even know that is what you want."
Sent,"2025-10-30 16:45:41","i just need you to understand that i sincerely love you so much that i can’t stop trying to believe that you still feel the same way about me. in my heart i know you don’t want to be with me anymore but you won’t say that so i am stuck."
Sent,"2025-10-30 16:47:08","you really are my entire world and there’s nothing i wouldn’t do to have you back in my life. i do not know how to stop feeling like this. it hurts all. the. time."
Received,"2025-10-30 16:48:27","Daniel I am sorry I have caused you so much pain and that you are still continued to be hurt by me. I don’t want to hurt you. You really do mean so much to me and I miss what we had together."
Sent,"2025-10-30 17:02:53","i don’t want or need you to apologize. what i need is to know what is going on and whether or not you ACTUALLY and SERIOUSLY want and plan to be together"
Sent,"2025-10-30 17:05:21","and if losing you forever wasn’t the absolute worst outcome, i wouldn’t be giving you the gratification of knowing that i still can’t even imagine a world without you."
Sent,"2025-10-30 17:09:22","again, though…if you meant what you are saying it wouldn’t be like this. you wouldn’t need me to extract any of this information from you and you would WANT to make me feel better by giving me some kind of relief or peace or hope…"
Sent,"2025-10-30 17:11:35","i’m sorry - i’ll stop bothering you about this. you aren’t going to tell me what’s actually going on and"
Received,"2025-10-30 17:11:36","Dan I am eating dinner. "
Received,"2025-10-30 17:22:35","Do you know when he is coming yet. I can come back over if you want me to if he will be coming soon "
Sent,"2025-10-30 17:37:05","well i don’t know that it’s going to be soon so i guess it’s a bad idea"
Received,"2025-10-30 17:43:20","No dan it’s not a bad idea "
Received,"2025-10-30 18:21:49",Anything?
Received,"2025-10-30 18:36:57","So he came "
Received,"2025-10-30 18:37:00","I’ll be over "
Sent,"2025-10-30 18:43:57","yes great cool"
Received,"2025-10-30 18:44:16","She wants me to do her hair "
Received,"2025-10-30 18:44:21","Just pulled in. "
Received,"2025-10-30 18:44:58","Unlock the door please "
Sent,"2025-10-30 22:11:41","i don’t know what tod o"
Received,"2025-10-30 22:50:10","Dan i haven’t stopped crying since i got back. I am sorry for being the way i have been. It’s not me and im aware it isn’t who i really am. Like an out of body experience i dont know how to fix. That sounds stupid i dont know. I’m sorry. I love you. "
Sent,"2025-10-30 23:29:42","annie you don’t understand that i don’t even have a reference to compare what you meanto me with…you’re the only thing that has ever given me real happiness and i just can’t even imagine what a life without you looks like but it’s going to be fucking awful"
Sent,"2025-10-30 23:32:01","i can’t stop loving you. i can’t even fucking love you any less. i honestly wish i could and i SHOULD but you are the one thing in this entire world that makes me feel okay and you are, clearly, my only true love and the love of my life."
Sent,"2025-10-30 23:34:15","i don’t know why it’s like this but i just never stopped thinking you are the best thing in the world and i feel so lost without you"
Sent,"2025-10-31 08:16:11","oof..well i don’t know much but i do know that trying to say that to someone and getting literally nothing back is not a good sign and an overall huge yikes"
Received,"2025-10-31 08:58:35","I had fallen asleep "
Sent,"2025-10-31 10:05:10","okay i feel ^much^ better now "
Sent,"2025-10-31 10:05:30","😑"
Sent,"2025-10-31 12:08:22","alright thanks for reliably making me feel like an idiot"
Sent,"2025-10-31 12:08:31","i guess let me know if you want something and i’ll just leave you alone"
Sent,"2025-10-31 12:27:41","is there some reason why you need to pretend to care or have any investment and then ignore literally everything and leave me in the same shit spot "
Sent,"2025-10-31 12:32:49","you were not like this before. you have spent the last year refusing to provide me even the smallest bit of clarity or relief - i don’t fucking understand what happened to you or why you treat me like i do not even exist most of the time now. "
Sent,"2025-10-31 13:06:50","alright you must be good for today - i'm not waiting if this is how you're gonna treat me"
Received,"2025-10-31 13:12:06","Dan i have been watching otto all morning. I have been busy i am sorry "
Sent,"2025-10-31 13:21:31","weird how i am the only one who is just never important enough to get your time or even your attention "
Sent,"2025-10-31 13:21:38","feels great. really"
Sent,"2025-10-31 13:22:00","anyways bop is going to be busy trick or treating with his kids tonight so"
Received,"2025-10-31 13:22:28","My dad is supposed to pay me for watching Otto "
Received,"2025-10-31 13:22:31","So I’ll let you know. "
Received,"2025-10-31 15:18:13","Well they had to rush out of here to get to the school parade. I dont know what my dad plans on paying me or when or what. I dont know. I’m sorry "
Sent,"2025-10-31 16:03:09",k
Received,"2025-10-31 16:27:28","Hopefully he does soon"
Received,"2025-10-31 16:43:30","I don’t know. I give up. Forget it "
Sent,"2025-10-31 16:48:48",what
Sent,"2025-10-31 16:52:23","i didn’t even fucking say anything to you. you just ignore me anyways so i don’t have *any* idea why you’re gonna get shitty with me when i left you the fuck alone like you want"
Received,"2025-10-31 17:21:00","I was just saying im impatient bc my dad said he would pay me and he hasn’t. So im pissed I’m sorry "
Sent,"2025-10-31 18:27:20","at least you can feel good that you got me to fall for it yet again. i thought *this* time you were serious but you got me good "
Sent,"2025-10-31 18:27:59","anyways i’m trying to work something out. you can come pick it up if it happens. i don’t want you to have to come insiide"
Received,"2025-10-31 18:32:25","But I don’t have the money "
Sent,"2025-10-31 18:45:30","i just said if i can get something you can come pick something up"
Received,"2025-10-31 18:51:35","Okay., Il pay you back "
Received,"2025-10-31 19:04:39","Well we are doing trick or treating at Claire’s right now.. maybe I can come over after.. "
Received,"2025-10-31 20:11:54","Well we just are finishing dinner "
Sent,"2025-10-31 20:14:24","i  just saw him but wait a minute for my mom to leave"
Sent,"2025-10-31 20:14:46","but i have something for you"
Received,"2025-10-31 20:14:52",Ok
Received,"2025-10-31 20:14:56","I’m not leaving here yet "
Received,"2025-10-31 20:15:00","But I will let you know. "
Received,"2025-10-31 20:16:40","I really do appreciate it tho "
Received,"2025-10-31 20:36:01",?
Received,"2025-10-31 20:37:34","I just left Marucas so "
Sent,"2025-10-31 22:45:51","i am pretty sure you know this but i just want to make it clear that there’s nothing i want more than to be with you..but you keep doing small stuff that i notice…body language and different mannerisms that just keep making me feel like i am now nothing to you and i don’t feel like i’m getting all of the information and this is my worst nightmare playing out in slow motion honestly"
Sent,"2025-10-31 22:59:32","like how does someone try to be nice by bringing you stuff and then immediately go back to literally ignoring you at all and what does that say about how they see you"
Received,"2025-10-31 23:00:06","Dan I am not ignoring you. I was getting ready for bed. "
Sent,"2025-10-31 23:00:07","i just don’t understand but now i feel like you really are going to end this in the cruelest possible way and"
Received,"2025-10-31 23:00:17","I don’t want to end things "
Sent,"2025-10-31 23:00:53","this is what is so dangerous though…i will take that one statement and rest way more hope in it that it deserves"
Sent,"2025-10-31 23:01:03","and you don’t even start to try to hold to it"
Sent,"2025-10-31 23:01:22","“who says i won’t ever be sleeping with you?”   remember that?"
Received,"2025-10-31 23:01:37","What the hell Dan "
Sent,"2025-10-31 23:01:37","you were talking about actual sleep but it applies in both"
Sent,"2025-10-31 23:03:19","i ACTUALLY want to be together. and it’s so hard to keep being told “i don’t want to end things” when you aren’t even going to do anything to fix it….or even just make me feel better or like you haven’t just completely lost your ability to;;; i don’t know i’m sorry i just"
Received,"2025-10-31 23:04:17","You don’t have any reason to be sorry Dan "
Sent,"2025-10-31 23:04:53","i have gone through so much to do whatever i could to not lose you and i just don’t know what to do now that we’re in this spot where i’m actually embarrassed to admit that i have no idea what fresh hell it would be to live my life without you"
Sent,"2025-10-31 23:14:58","￼this is all the emotion or attention i get now"
Sent,"2025-10-31 23:15:09","short, single sentences. doesn’t matter what i say…that’s what i get"
Sent,"2025-10-31 23:34:35","seriously just say you don’t want to be with me - it’s literally less insulting than how you treat me like this. you can’t have ONE conversation or say ONE single meaningful thing to me but yet you can’t tell me you want me to go away."
Sent,"2025-10-31 23:34:51","don’t worry i’m fucking done. i’ll talk to you tomorrow when you ignore that this ever happemned"
Received,"2025-11-01 00:02:13","Happiest birthday daniel ❤️ I am sorry I fell asleep. Tried to call you to tell you happy birthday. "
Sent,"2025-11-01 01:18:48","i don’t want to sound so rude but all i want from you is some answers so  i know what is going on in my life and honestly nothing else matters i am falling the fuck apart because i know you well enough to notice the differences and you aren’t saying or doing anything to make me think you care or plan on being with me at all"
Sent,"2025-11-01 01:22:02","like i appreciate the food and you saying happy birthday but if you don’t want to be together anymore than we need to say goodbye to each other permanently and i need to start trying to forget about everything in the last 10 years rather than be bitter or keep embarrassing myself"
Received,"2025-11-01 13:02:59","How are you today"
Sent,"2025-11-01 14:55:33","are you good for today"
Sent,"2025-11-01 14:55:58","don’t worry about the 40 from yesterday"
Sent,"2025-11-01 14:56:20","i’ll take care of it for you on monday when i can get something extra from him. i’ll pay her back with that."
Received,"2025-11-01 14:58:09","Um I do have $60."
Sent,"2025-11-01 15:00:29",uh
Sent,"2025-11-01 15:00:43","i don’t know if that means you ^want^ 60"
Received,"2025-11-01 15:00:48","Yes "
Received,"2025-11-01 15:00:50","Please "
Sent,"2025-11-01 15:01:02","okay bring it over "
Sent,"2025-11-01 15:01:12","i’ll have her text him when you’re on your way"
Received,"2025-11-01 15:01:14","Okay my mom and I are leaving tjmaxx "
Sent,"2025-11-01 15:01:21",ok
Received,"2025-11-01 15:15:32","About to leave "
Received,"2025-11-01 15:15:40","You wouldn’t want to meet me at pnc would you "
Received,"2025-11-01 15:15:44","I need to get to sugies "
Received,"2025-11-01 15:18:09","Left "
Received,"2025-11-01 15:19:27","Nvm I’ll just come "
Received,"2025-11-01 15:21:21","Leaving pnc "
Received,"2025-11-01 17:22:18",Anything?
Sent,"2025-11-01 17:45:50","he’s coming soon"
Sent,"2025-11-01 17:52:52","…are you actually coming to hang out with me tonight or is that not happening?"
Sent,"2025-11-01 17:53:23","it’s fine i just hate thinking you are and getting my hopes up if you aren’t idk "
Received,"2025-11-01 17:58:12","I am still with Sugie. I gotta get her dinner "
Received,"2025-11-01 18:03:30","So maybe after dinner I can come over ?"
Received,"2025-11-01 18:06:19","I am going to dinner with my parents when I leave here. If that’s okay "
Sent,"2025-11-01 18:18:24","i can’t and don’t want to tell you what to do…and i don’t really have a choice because it’s the only way i might be able to get the one thing i want more than anything in the world - to be with you"
Sent,"2025-11-01 18:23:28","but i feel like i already know what’s going to happen and it’s so much harder thinking that things might be different now or this time but to be shown again that i’m nothing to you now and i’d be lucky if i got even 2hours with you as a special treat. i’m not trying to make you feel bad i just don’t know how to find any reason to think that anything is ever going to get better for me or not hate myself because i used to feel like, for all my flaws…you accepted me and saw something worthwhile. "
Sent,"2025-11-01 18:29:41","i can’t stop thinking about how much i used to love and look forward to monday’s and getting a whole tday to just be with you and no matter how hard i try or how far in advance i try to set it up…i can’t get any time with you and now i know that it’s just me…you can do that for other people"
Sent,"2025-11-01 18:32:48","if you want to see me, please come over. "
Sent,"2025-11-01 18:35:22","i promise you that i will not be upset if you can say or do anything at all that indicates that i can believe what you’re telling me you want. "
Received,"2025-11-01 19:03:28","Daniel. I just left Sugies. I am going to dinner with my parents now. "
Sent,"2025-11-01 19:31:29","…i just don’t know how you expect me to think you’re not just lying to me about everything because no matter what is going on or how much it would mean to me - i am ALWAYS last and often just get skipped over entirely"
Received,"2025-11-01 19:40:48","Daniel.  you are not always last. wtf. "
Received,"2025-11-01 19:41:03","I’m going to comeback over after I leave dinner "
Received,"2025-11-01 19:43:18","Have you heard from him "
Sent,"2025-11-01 19:45:13","i’m not going to fight with you about it but you’re just being dishonest. i have not been able to spend one single afternoon with you or any amount of time at all even though i asked for months"
Sent,"2025-11-01 19:46:30","just come over whenever you are able to. it will be here"
Sent,"2025-11-01 19:47:07","but honestly…you know what it wuold mean to me to get some time with you but whatever you are doing now is more important than giving me ONE time to see you for a little b"
Received,"2025-11-01 19:53:36","Yes Dan "
Received,"2025-11-01 19:53:39","I know that "
Sent,"2025-11-01 19:54:45","you know what?"
Sent,"2025-11-01 19:55:17","that i am not important to you anymore? i don’t know what you’re sayign"
Sent,"2025-11-01 19:58:58","why did you need to do this to me again on my birthday when im already upset that you don’t want me in your life anymore? i told you that you could say no and i wouldn’t have been mad at you. you even brought up hanging out last night when you were leave without me saying anything"
Received,"2025-11-01 20:11:48","I’m on my way over. "
Sent,"2025-11-01 22:18:42","i am sorry. i know you’re never going to say it but i am so fucking heartbroken and it’s going to be time to fully and forever say goodbye to each other because it is truly the most painful thing i've ever experience just to keep wanting you to love me again so badly and realie you don't want to be anywhere near me"
Sent,"2025-11-01 22:20:10","i don’t now what to do and i will need to talk to you but i am completely losing it and i just wish you had let me deal with this pain without having to fully realize that the love of my life is gone by myself while you tried to convince me everything was okay"
Sent,"2025-11-01 22:23:01","annie you don’t and won’t ever understand how much i love you. literally nothing could make me love you less and i can’t explain why but i am not sure how to keep doing anything now and i don’t know what reason there is to do anything anyways. i want you to know that i am going to be haunted by what my life should have been and "
Sent,"2025-11-01 22:25:17","how sincerely happy i was just to be anywhere near you. i know you think i am exaggerating but honestly… it’s why i am so fucked up because i really did feel like i found and was going to have someone who was truly magic to me.  i wouldn’t’ and couldn’t have let this go no matter what you did so you must feel pretty strongly about this and i just wish you had told me 9 month ago"
Sent,"2025-11-01 22:33:23","but everywhere i look, i see you and i know i’ll never be able to change how you feel about me but i don’t really know what i’m supposed to do now or how to be okay even for long enough to accomplish simple tasks. 

the only way i can think of to go on with life without you in it is to do my best to never think about the last 10 years and to act like you are gone and accept that i just won’t ever see or speak to you again so i won’t feel so  fucked up that something that feels like the end of my life is the thing you want"
Sent,"2025-11-01 22:34:11","…it didn’t have to be this way "
Sent,"2025-11-01 22:45:45","you won’t have anything to say and that’s just as well i guess but i need you to really hear me - i'm still so fucking scared and unthinkably upset about the idea of never hearing your voice or seeing you again that it's going to be very hard to work myself up to actually saying goodbye. but you're telling me without saying it that you don't want me anymore and now i have absoltely nothing"
Sent,"2025-11-01 22:46:27","goodnight. i don’t know what else to do."
Sent,"2025-11-01 22:51:53","i’m sorry for all the texts, please just make sure that there’s nothing of yours that i have and nothing of mine that you have. i will let you have some time to say goodbye to milo and we will figure out what to do when you want to see bop. "
Received,"2025-11-01 22:52:37","Please don’t do this "
Received,"2025-11-01 22:52:52","Can we please just talk tomorrow"
Sent,"2025-11-01 22:55:29","we can talk but i promise you i do not want to do this and i am fucking terrified. it might sound like other things i’ve said before tub i promise that this is just the only way i know to even try to stop feeling this intense loss and confusion "
Sent,"2025-11-01 23:00:10","if we are not together, this IS the only other option. it would have been that way probably even if you had not made me lose all sense of hope and worth by keeping me thinking you weren’t already gone when i could feel that you were but i am never going to stop trying to understand why you did this to me and us and whether you were ever who i thought you were"
Sent,"2025-11-01 23:05:20","you were the only real family i had that really meant what ‘family’ means and all of the sudden you hate me and i’ll stop now i just can’t explain what it feels like to go through all this and never even get a chance to stay together "
Sent,"2025-11-01 23:09:50","you forget how special this all was. i never stopped seeing you that way"
Sent,"2025-11-01 23:35:49","right you don’t care. sorry to bother yu while you’re busy with stuff that matters. don’t worry, you’ll still be able to get what you need. i won’t hate you. i just need to get as close to forgetting what happened here - the good and the bad - and find aa way to make it impossible for me to reach you. "
Sent,"2025-11-02 00:30:50","yeah fuck you too. we don’t need to talk tomorrow - there’s nothing to talk about."
Sent,"2025-11-02 00:31:21","monday you can say goodbye after you pick up and we block each other on everything and that’s it."
Sent,"2025-11-02 01:18:42","actually you just let me suffer enough over the past 2 days that i am just doing it now - i will have suz message you to see if you need something tomorrow and then you can come monday to say goodbye to milo. i HAVE to do this now, you don't understand how much it hurts to go through this without even hearing you tell me that i am not what you want anymore. i would have died for you and you chose to do this in the most painful way you could have so fuck you goodbye i wish you had never come into my life."
Sent,"2025-11-02 01:21:35","i would have been able to love you just as much as i always did, even after everything.  why the FUCK did you need to lie to me so i thought you still loved me for months. i fucking hate you"
Received,"2025-11-02 10:13:31","Please Dan.. I am so sorry "
Received,"2025-11-02 10:13:42","I love you"
Received,"2025-11-02 11:45:54","Please Dan "
Received,"2025-11-02 11:46:00","I don’t want it to be this way "
Received,"2025-11-02 12:15:52","On my way over "
Received,"2025-11-02 12:20:21","Are you coming out"
Sent,"2025-11-02 13:40:20","I haven't heard anything yet when he does come I'm putting it outside for you I don't wanna see you"
Sent,"2025-11-02 13:40:34","And tomorrow is the last time we do this after that you can deal with my mom"
Sent,"2025-11-02 13:40:55","I'm very fucking serious I want you out of my life I don't want to see you hear from you or have anything to do with you ever again"
Sent,"2025-11-02 13:42:14","That's what you want anyways so you should be happy"
Received,"2025-11-02 13:56:47","No that is not what I want "
Sent,"2025-11-02 14:10:28","yes, it is. otherwise we wouldn’t be in this position."
Sent,"2025-11-02 14:11:14","i fucking love you. you get to live your life knowing that despite how awful you’ve been to me that it’s still unthinkable to me to imagine life without you"
Sent,"2025-11-02 14:11:51","you don’t give a fuck about me and literally all you can even pretend to do to show you care is this vague meaningless bullshit. it’s all fucking lies"
Sent,"2025-11-02 14:12:24","i don’t want food. i don’t want platitudes or formalities"
Sent,"2025-11-02 14:13:46","i want the person back who at least treated me like a human being."
Sent,"2025-11-02 14:19:30","i’ve never given you a reason to doubt my dedication to you in 10 years and you can’t even give me the decency of giving me a REAL fucking answer to the question of whether you even want to be with me or not"
Sent,"2025-11-02 14:19:47","how fucked is that? what do you think that feels like?"
Sent,"2025-11-02 14:21:55","okay don’t expect me to text you when i see him"
Sent,"2025-11-02 14:22:16","you have nothing to say to me. you need to go away"
Sent,"2025-11-02 14:22:39","honestly i really do fucking hate you now"
Sent,"2025-11-02 14:22:45","you’ve earned iot"
Received,"2025-11-02 14:26:10","Don’t block me "
